Channel Number,Channel Name,Channel Type,Rx Frequency,Tx Frequency,Bandwidth (kHz),Colour Code,Timeslot,Contact,TG List,DMR ID,TS1_TA_Tx,TS2_TA_Tx ID,RX Tone,TX Tone,Squelch,Power,Rx Only,Zone Skip,All Skip,TOT,VOX,No Beep,No Eco,APRS,Latitude,Longitude,Use Location
316,Spjutsbygd 1 VS,Analogue,	145.72500,	145.12500,12.5,,,,,,,,79.7,79.7,Disabled,Master,No,No,No,120,Off,No,No,None,56.3121,15.5971,Yes
317,Soderasen 1 VS,Analogue,	145.65000,	145.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,56.0517,13.1047,Yes
318,Soderasen 2 U,Digital,	434.65000,	432.65000,,7,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,56.0517,13.1047,Yes
319,Sodra_Vi 1 U,Digital,	434.66250,	432.66250,,7,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
320,Sodra_Vi 2 ULAE,Analogue,	433.50000,	433.50000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
321,Solvesborg 2 U,Analogue,	434.62500,	432.62500,12.5,,,,,,,,67.0,67.0,Disabled,Master,No,No,No,120,Off,No,No,None,56.0489,14.5844,Yes
322,Tomelilla U,Digital,	434.63750,	432.63750,,7,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,55.5425,13.9559,Yes
323,Vetlanda 1 V,Analogue,	145.62500,	145.02500,12.5,,,,,,,,156.7,156.7,Disabled,Master,No,No,No,120,Off,No,No,None,57.499,15.244,Yes
324,Vetlanda 2 U,Analogue,	434.62500,	432.62500,12.5,,,,,,,,156.7,156.7,Disabled,Master,No,No,No,120,Off,No,No,None,57.499,15.244,Yes
325,Vitaby V,Analogue,	145.61250,	145.01250,12.5,,,,,,,,79.7,79.7,Disabled,Master,No,No,No,120,Off,No,No,None,55.6955,14.16,Yes
326,Varnamo 1 V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,156.7,156.7,Disabled,Master,No,No,No,120,Off,No,No,None,57.1816,14.0785,Yes
327,Vastervik 1 V,Analogue,	145.67500,	145.07500,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,120,Off,No,No,None,57.7567,16.6182,Yes
328,Vastervik 2 U,Digital,	434.67500,	432.67500,,7,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,57.7937,16.5758,Yes
329,Vaxjo 1 VSE,Analogue,	145.67500,	145.07500,12.5,,,,,,,,156.7,156.7,Disabled,Master,No,No,No,120,Off,No,No,None,56.8666,14.8833,Yes
330,Vaxjo 2 U,Digital,	434.70000,	432.70000,,7,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,56.8666,14.8833,Yes
331,Vaxjo 3 VA,Analogue,	145.57500,	144.97500,12.5,,,,,,,,156.7,156.7,Disabled,Master,No,No,No,120,Off,No,No,None,56.8947,14.7988,Yes
332,Orkelljunga U,Digital,	434.97500,	432.97500,,7,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,56.28,13.27,Yes
333,Arendal V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,192.8,192.8,Disabled,Master,No,No,No,120,Off,No,No,None,58.4636,8.7667,Yes
334,Barum U,Digital,	434.92500,	432.92500,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,59.929,10.5165,Yes
335,Bergen 2 VE,Analogue,	145.75000,	145.15000,12.5,,,,,,,,97.4,97.4,Disabled,Master,No,No,No,120,Off,No,No,None,60.3958,5.375,Yes
336,Bergen 3 V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,97.4,97.4,Disabled,Master,No,No,No,120,Off,No,No,None,61.0625,5.125,Yes
337,Bjerkreim V,Analogue,	145.71250,	145.11250,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,58.6331,5.9547,Yes
338,Bodo VI,Analogue,	145.75000,	145.15000,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,120,Off,No,No,None,67.2803,14.4049,Yes
339,Drammen 1 U,Digital,	434.52500,	432.52500,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,59.7559,10.2049,Yes
340,Drammen 2 V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.7291,10.2457,Yes
341,Drammen 3 U,Analogue,	434.72500,	432.72500,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.7291,10.2457,Yes
342,Egersund 2 V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,120,Off,No,No,None,58.6042,6.2916,Yes
343,Eidsvoll U,Analogue,	434.87500,	432.87500,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,60.3958,11.125,Yes
344,Eirefjell V,Analogue,	145.71250,	145.11250,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.49,8.09,Yes
345,Follo 1 U,Digital,	434.90000,	432.90000,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,59.7708,11.0417,Yes
346,Follo 2 V,Analogue,	145.78750,	145.18750,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,59.7708,11.0417,Yes
347,Follo 3 U,Digital,	434.75000,	432.75000,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,59.7708,10.7917,Yes
348,Fosen U,Analogue,	434.62500,	432.62500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,63.3125,9.125,Yes
349,Fredrikstad 1 V,Analogue,	145.68750,	145.08750,12.5,,,,,,,,85.4,85.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.2708,10.9583,Yes
350,Fredrikstad 2 U,Analogue,	434.70000,	432.70000,12.5,,,,,,,,85.4,85.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.2314,10.9629,Yes
351,Fredrikstad 3 VL,Analogue,	145.25000,	145.25000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,120,Off,No,No,None,59.2292,10.9583,Yes
352,Gardermoen V,Analogue,	145.73750,	145.13750,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,60.3958,11.125,Yes
353,Gaustatoppen V,Analogue,	145.61250,	145.01250,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.8546,8.6492,Yes
354,Grimstad UI,Digital,	434.70000,	432.70000,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,58.3824,8.5917,Yes
355,Harpefoss V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,61.5208,9.7916,Yes
356,Haugesund 1 U,Digital,	434.75000,	432.75000,,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,59.3542,5.2916,Yes
357,Haugesund 2 U,Analogue,	434.67500,	432.67500,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
358,Hokasen 1 V,Analogue,	145.71250,	145.11250,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,60.3241,12.1382,Yes
359,Hokasen 2 U,Analogue,	434.65000,	432.65000,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,60.3241,12.1382,Yes
360,Hokasen 3 U,Analogue,	434.56250,	432.56250,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,60.3241,12.1382,Yes
361,Holmestrand U,Digital,	434.65000,	432.65000,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,59.546,10.196,Yes
362,Horten V,Analogue,	145.62500,	145.02500,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.3958,10.375,Yes
363,Hovassfjell V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,192.8,192.8,Disabled,Master,No,No,No,120,Off,No,No,None,58.9951,7.7347,Yes
364,Kirkenes V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,69.6952,30.0582,Yes
365,Kongsberg 1 U,Digital,	434.83750,	432.83750,,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,59.6709,9.5748,Yes
366,Kongsberg 2 V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.6875,9.5416,Yes
367,Kongsberg 3 U,Analogue,	434.62500,	432.62500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,59.6709,9.5748,Yes
368,Kongsvinger 1 U,Analogue,	434.62500,	432.62500,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,60.1726,11.988,Yes
369,Kongsvinger 3 V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,60.1726,11.988,Yes
370,Kragero U,Analogue,	434.85000,	432.85000,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,58.8679,9.3805,Yes
371,Kristianstad 3 V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
372,Kristianstad 4 V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
373,Kvelde U,Analogue,	434.67500,	432.67500,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.198,9.958,Yes
374,Larvik VL,Analogue,	144.65000,	144.65000,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,120,Off,No,No,None,59.0208,9.9583,Yes
375,Meloy VLE,Analogue,	145.28750,	145.28750,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,66.8798,13.7178,Yes
376,Mo_i_Rana 1 U,Digital,	434.85000,	432.85000,,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
377,Mo_i_Rana 2 VE,Analogue,	145.67500,	145.07500,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
378,Mo_i_Rana 3 VLI,Analogue,	145.33750,	145.33750,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
379,Mosjoen 1,Digital,	434.82500,	432.82500,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,65.8719,13.193,Yes
380,Mosjoen 2 VLI,Analogue,	145.28750,	145.28750,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,65.8369,13.1934,Yes
381,Moss VE,Analogue,	145.66250,	145.06250,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,59.3674,10.8129,Yes
382,Nesna ULI,Analogue,	433.95000,	433.95000,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,120,Off,No,No,None,66.2464,12.9318,Yes
383,Nesodden V,Analogue,	145.67500,	145.07500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,59.8233,10.65,Yes
384,Notodden 1 U,Analogue,	434.92500,	432.92500,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.4792,9.0416,Yes
385,Notodden 2 VL,Analogue,	144.67500,	144.67500,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,120,Off,No,No,None,59.4792,9.0416,Yes
386,Oppdal V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.5625,9.7083,Yes
387,Oslo 1 UE,Analogue,	434.97500,	432.97500,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,59.782,10.41,Yes
388,Oslo 2 U,Analogue,	434.77500,	432.77500,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,59.896,10.792,Yes
389,Oslo 3 V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,59.979,10.708,Yes
390,Ralingen 1 U,Analogue,	434.82500,	432.82500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,59.9375,11.0417,Yes
391,Ralingen 2 VE,Analogue,	145.76250,	145.16250,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,120,Off,No,No,None,59.9375,11.0417,Yes
392,Risor V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,120,Off,No,No,None,58.7675,9.1058,Yes
393,Rodoy VLI,Analogue,	145.31250,	145.31250,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,120,Off,No,No,None,66.7199,12.7777,Yes
394,Sandefjord 1 U,Analogue,	434.80000,	432.80000,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.039,10.202,Yes
395,Sandefjord 2 V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.1458,10.2083,Yes
396,Sandnessjoen 1 U,Digital,	434.80000,	432.80000,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,66.0062,12.6179,Yes
397,Sandnessjoen 2 V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,65.9143,12.1817,Yes
398,Skien 1 U,Digital,	434.51250,	432.51250,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,59.235,9.699,Yes
399,Skien 2 V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.235,9.699,Yes
400,Skien 3 U,Analogue,	434.61250,	432.61250,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.235,9.699,Yes
401,Skien 4 U,Analogue,	434.58750,	432.58750,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.235,9.699,Yes
402,Skotterud VL,Analogue,	144.66250,	144.66250,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,59.9608,12.0957,Yes
403,Stavanger 2 V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,59.2218,5.4244,Yes
404,Sunnhordland V,Analogue,	145.62500,	145.02500,12.5,,,,,,,,79.7,79.7,Disabled,Master,No,No,No,120,Off,No,No,None,59.8739,5.4943,Yes
405,S._Sunnmore VE,Analogue,	145.72500,	145.12500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
406,Tonsberg U,Analogue,	434.95000,	432.95000,12.5,,,,,,,,74.4,74.4,Disabled,Master,No,No,No,120,Off,No,No,None,59.2708,10.375,Yes
407,Torseterkampen U,Analogue,	434.75000,	432.75000,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,60.6875,11.375,Yes
408,Tromso 2 U,Analogue,	434.75000,	432.75000,12.5,,,,,,,,91.5,91.5,Disabled,Master,No,No,No,120,Off,No,No,None,69.3833,20.1892,Yes
409,Tromso 3 V,Analogue,	145.62500,	145.02500,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,70.0625,20.4583,Yes
410,Tromso 4 V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,69.5744,18.4106,Yes
411,Tromso 5 U,Analogue,	434.72500,	432.72500,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,69.7232,18.7535,Yes
412,Vangsasen U,Digital,	434.70000,	434.70000,,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,60.9413,11.1913,Yes
413,Verdal 2 VL,Analogue,	145.45000,	145.45000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,63.8116,11.541,Yes
414,Vesteralen V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,68.5625,14.875,Yes
415,Alvdalen 2 V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
416,Artjarvi U,Analogue,	434.77500,	433.17500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.75,26.083,Yes
417,Dalkarby V,Analogue,	145.67500,	145.07500,12.5,,,,,,,,67.0,67.0,Disabled,Master,No,No,No,120,Off,No,No,None,60.1416,19.9551,Yes
418,Erkyla V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.7023,24.9186,Yes
419,Espoo 1 U,Digital,	434.51250,	432.51250,,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,60.1564,24.6613,Yes
420,Espoo 2 V,Analogue,	145.78750,	145.18750,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,120,Off,No,No,None,60.18,24.75,Yes
421,Espoo 3 V,Analogue,	145.62500,	145.02500,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,120,Off,No,No,None,60.18,24.75,Yes
422,Espoo 4 U,Analogue,	434.82500,	432.82500,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,120,Off,No,No,None,60.18,24.75,Yes
423,Forssa V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.819,23.621,Yes
424,Helsinki 1 U,Digital,	434.57500,	432.57500,,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,60.1969,24.9368,Yes
425,Helsinki 2 V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,120,Off,No,No,None,60.2006,24.9388,Yes
426,Hameenlinna 2 V,Analogue,	145.67500,	145.07500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.9502,24.4845,Yes
427,Hameenlinna 3 U,Analogue,	434.62500,	432.62500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.9502,24.4845,Yes
428,Hamina U,Analogue,	434.92500,	433.32500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.6458,27.125,Yes
429,Iisalmi 1 V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,63.567,27.183,Yes
430,Iisalmi 2 U,Analogue,	434.75000,	433.15000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,63.567,27.183,Yes
431,Jakobstad 1 VE,Analogue,	145.62500,	145.02500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,63.6985,22.71,Yes
432,Jakobstad 2 U,Analogue,	434.70000,	432.70000,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,63.6716,22.6857,Yes
433,Jamijarvi U,Analogue,	434.97500,	432.97500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.7765,22.7225,Yes
434,Jamsa 2 V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.8958,25.2917,Yes
435,Jamsankoski U,Analogue,	434.70000,	433.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.9375,25.2083,Yes
436,Jarvenpaa U,Analogue,	434.65000,	432.65000,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,120,Off,No,No,None,60.478,25.083,Yes
437,Joensuu 1 V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.6,29.767,Yes
438,Joensuu 2 U,Analogue,	434.65000,	433.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.6,29.767,Yes
439,Joensuu 3 V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,120,Off,No,No,None,62.5784,29.83,Yes
440,Jomala U,Digital,	434.55000,	432.55000,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,60.13,19.93,Yes
441,Joutseno V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.0937,28.3808,Yes
442,Jyvaskyla 2 V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.233,25.733,Yes
443,Jyvaskyla 3 U,Analogue,	434.65000,	433.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.2708,25.7083,Yes
444,Jyvaskyla 4 U,Analogue,	434.72500,	432.72500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,62.2358,25.7208,Yes
445,Kaarina V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.391,22.376,Yes
446,Kajaani 1 V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,64.2034,27.7352,Yes
447,Kajaani 2 U,Analogue,	434.67500,	433.07500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,64.2034,27.7352,Yes
448,Kankaanpaa V,Analogue,	145.62500,	145.02500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.803,22.39,Yes
449,Kauhajoki U,Analogue,	434.87500,	433.27500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.424,22.17,Yes
450,Kaustinen U,Analogue,	434.90000,	432.90000,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,63.533,23.7,Yes
451,Kemijarvi V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,66.7071,27.4475,Yes
452,Kiukainen V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.217,22.083,Yes
453,Kokkola 1,Digital,	145.57500,	144.97500,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
454,Kokkola 2 V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,63.844,23.128,Yes
455,Kokkola 3 U,Analogue,	434.80000,	432.80000,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,63.844,23.128,Yes
456,Kokemaki U,Analogue,	434.65000,	433.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.25,22.35,Yes
457,Kolari V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,67.5649,24.2236,Yes
458,Koski U,Analogue,	434.92500,	432.92500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.6989,23.0332,Yes
459,Kotka 2 V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.485,26.866,Yes
460,Kouvola 2 U,Analogue,	434.85000,	433.25000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.867,26.7,Yes
461,Kuopio V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,120,Off,No,No,None,62.9,27.683,Yes
462,Kuusamo 1 V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,65.9433,29.1022,Yes
463,Kuusamo 2 U,Analogue,	434.72500,	433.12500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,65.9433,29.1022,Yes
464,Kuusankoski V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.91,26.624,Yes
465,Lahti 1 U,Digital,	434.55000,	432.55000,,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,60.991,25.6739,Yes
466,Lahti 2 V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.9787,25.6487,Yes
467,Lahti 3 U,Analogue,	434.60000,	432.60000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,60.9787,25.6487,Yes
468,Lappeenranta 2 U,Analogue,	434.77500,	432.77500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.058,28.2093,Yes
469,Lapua V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.96,23.03,Yes
470,Lohja 2 V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.3477,24.0581,Yes
471,Lohja 3 U,Analogue,	434.72500,	433.12500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.25,24.083,Yes
472,Loviisa 1 V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.456,26.222,Yes
473,Loviisa 2 U,Analogue,	434.70000,	433.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.456,26.222,Yes
474,Mikkeli 1 U,Analogue,	434.75000,	433.15000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.683,27.25,Yes
475,Mikkeli 2 V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.683,27.25,Yes
476,Narpio 1 V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.474,21.336,Yes
477,Narpio 2 U,Analogue,	434.80000,	433.20000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.474,21.336,Yes
478,Nivala V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,63.923,24.958,Yes
479,Nurmes V,Analogue,	145.67500,	145.07500,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,120,Off,No,No,None,63.544,29.145,Yes
480,Oulu 3 V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,65.0158,25.4965,Yes
